Optimized_Airfoil
1.000000 -0.000000
0.999748 -0.000008
0.998993 -0.000030
0.997736 -0.000065
0.995977 -0.000110
0.993719 -0.000160
0.990964 -0.000211
0.987715 -0.000257
0.983974 -0.000292
0.979746 -0.000310
0.975036 -0.000305
0.969846 -0.000271
0.964184 -0.000204
0.958054 -0.000098
0.951463 0.000051
0.944418 0.000244
0.936925 0.000485
0.928992 0.000775
0.920627 0.001115
0.911838 0.001505
0.902635 0.001945
0.893027 0.002435
0.883022 0.002976
0.872632 0.003568
0.861867 0.004210
0.850737 0.004906
0.839255 0.005656
0.827430 0.006463
0.815276 0.007330
0.802805 0.008261
0.790028 0.009259
0.776960 0.010328
0.763613 0.011473
0.750000 0.012695
0.736136 0.013998
0.722033 0.015383
0.707708 0.016850
0.693173 0.018397
0.678443 0.020022
0.663534 0.021720
0.648460 0.023484
0.633237 0.025305
0.617879 0.027173
0.602403 0.029076
0.586824 0.031001
0.571157 0.032934
0.555419 0.034860
0.539625 0.036764
0.523791 0.038631
0.507933 0.040447
0.492067 0.042198
0.476209 0.043872
0.460375 0.045458
0.444581 0.046945
0.428843 0.048328
0.413176 0.049598
0.397597 0.050753
0.382121 0.051789
0.366763 0.052704
0.351540 0.053499
0.336466 0.054173
0.321557 0.054728
0.306827 0.055165
0.292292 0.055486
0.277967 0.055690
0.263864 0.055780
0.250000 0.055754
0.236387 0.055613
0.223040 0.055355
0.209972 0.054977
0.197195 0.054479
0.184724 0.053856
0.172570 0.053107
0.160745 0.052229
0.149263 0.051221
0.138133 0.050081
0.127368 0.048809
0.116978 0.047408
0.106973 0.045880
0.097365 0.044229
0.088162 0.042463
0.079373 0.040589
0.071008 0.038616
0.063075 0.036554
0.055582 0.034416
0.048537 0.032214
0.041946 0.029960
0.035816 0.027666
0.030154 0.025344
0.024964 0.023006
0.020254 0.020661
0.016026 0.018316
0.012285 0.015980
0.009036 0.013656
0.006281 0.011346
0.004023 0.009053
0.002264 0.006774
0.001007 0.004509
0.000252 0.002252
0.000000 0.000000
0.000252 -0.001363
0.001007 -0.002721
0.002264 -0.004067
0.004023 -0.005396
0.006281 -0.006704
0.009036 -0.007985
0.012285 -0.009234
0.016026 -0.010447
0.020254 -0.011622
0.024964 -0.012753
0.030154 -0.013839
0.035816 -0.014879
0.041946 -0.015869
0.048537 -0.016810
0.055582 -0.017702
0.063075 -0.018545
0.071008 -0.019340
0.079373 -0.020090
0.088162 -0.020798
0.097365 -0.021465
0.106973 -0.022095
0.116978 -0.022693
0.127368 -0.023261
0.138133 -0.023804
0.149263 -0.024326
0.160745 -0.024830
0.172570 -0.025319
0.184724 -0.025797
0.197195 -0.026265
0.209972 -0.026725
0.223040 -0.027178
0.236387 -0.027623
0.250000 -0.028059
0.263864 -0.028486
0.277967 -0.028898
0.292292 -0.029293
0.306827 -0.029667
0.321557 -0.030013
0.336466 -0.030326
0.351540 -0.030599
0.366763 -0.030827
0.382121 -0.031002
0.397597 -0.031118
0.413176 -0.031168
0.428843 -0.031147
0.444581 -0.031050
0.460375 -0.030873
0.476209 -0.030612
0.492067 -0.030265
0.507933 -0.029831
0.523791 -0.029311
0.539625 -0.028707
0.555419 -0.028020
0.571157 -0.027257
0.586824 -0.026422
0.602403 -0.025521
0.617879 -0.024563
0.633237 -0.023554
0.648460 -0.022506
0.663534 -0.021425
0.678443 -0.020323
0.693173 -0.019208
0.707708 -0.018090
0.722033 -0.016978
0.736136 -0.015880
0.750000 -0.014804
0.763613 -0.013756
0.776960 -0.012744
0.790028 -0.011771
0.802805 -0.010842
0.815276 -0.009959
0.827430 -0.009125
0.839255 -0.008341
0.850737 -0.007606
0.861867 -0.006920
0.872632 -0.006281
0.883022 -0.005688
0.893027 -0.005138
0.902635 -0.004628
0.911838 -0.004156
0.920627 -0.003719
0.928992 -0.003313
0.936925 -0.002937
0.944418 -0.002588
0.951463 -0.002263
0.958054 -0.001962
0.964184 -0.001682
0.969846 -0.001424
0.975036 -0.001186
0.979746 -0.000968
0.983974 -0.000771
0.987715 -0.000595
0.990964 -0.000440
0.993719 -0.000308
0.995977 -0.000198
0.997736 -0.000112
0.998993 -0.000050
0.999748 -0.000013
1.000000 -0.000000
