Optimized_Airfoil
1.000000 -0.000000
0.999748 -0.000010
0.998993 -0.000039
0.997736 -0.000084
0.995977 -0.000143
0.993719 -0.000212
0.990964 -0.000284
0.987715 -0.000354
0.983974 -0.000416
0.979746 -0.000462
0.975036 -0.000487
0.969846 -0.000482
0.964184 -0.000444
0.958054 -0.000366
0.951463 -0.000244
0.944418 -0.000074
0.936925 0.000147
0.928992 0.000421
0.920627 0.000749
0.911838 0.001132
0.902635 0.001570
0.893027 0.002063
0.883022 0.002612
0.872632 0.003216
0.861867 0.003875
0.850737 0.004590
0.839255 0.005362
0.827430 0.006192
0.815276 0.007082
0.802805 0.008034
0.790028 0.009050
0.776960 0.010133
0.763613 0.011285
0.750000 0.012507
0.736136 0.013801
0.722033 0.015167
0.707708 0.016603
0.693173 0.018109
0.678443 0.019680
0.663534 0.021311
0.648460 0.022996
0.633237 0.024727
0.617879 0.026494
0.602403 0.028287
0.586824 0.030093
0.571157 0.031901
0.555419 0.033697
0.539625 0.035468
0.523791 0.037202
0.507933 0.038885
0.492067 0.040506
0.476209 0.042055
0.460375 0.043521
0.444581 0.044897
0.428843 0.046175
0.413176 0.047351
0.397597 0.048419
0.382121 0.049378
0.366763 0.050224
0.351540 0.050957
0.336466 0.051577
0.321557 0.052082
0.306827 0.052473
0.292292 0.052749
0.277967 0.052910
0.263864 0.052954
0.250000 0.052881
0.236387 0.052688
0.223040 0.052373
0.209972 0.051933
0.197195 0.051366
0.184724 0.050669
0.172570 0.049841
0.160745 0.048879
0.149263 0.047783
0.138133 0.046555
0.127368 0.045197
0.116978 0.043713
0.106973 0.042109
0.097365 0.040393
0.088162 0.038574
0.079373 0.036663
0.071008 0.034673
0.063075 0.032618
0.055582 0.030511
0.048537 0.028368
0.041946 0.026203
0.035816 0.024030
0.030154 0.021861
0.024964 0.019709
0.020254 0.017582
0.016026 0.015487
0.012285 0.013430
0.009036 0.011414
0.006281 0.009437
0.004023 0.007498
0.002264 0.005592
0.001007 0.003712
0.000252 0.001851
0.000000 0.000000
0.000252 -0.000754
0.001007 -0.001502
0.002264 -0.002238
0.004023 -0.002956
0.006281 -0.003651
0.009036 -0.004319
0.012285 -0.004955
0.016026 -0.005556
0.020254 -0.006121
0.024964 -0.006649
0.030154 -0.007138
0.035816 -0.007590
0.041946 -0.008008
0.048537 -0.008392
0.055582 -0.008748
0.063075 -0.009080
0.071008 -0.009393
0.079373 -0.009692
0.088162 -0.009983
0.097365 -0.010272
0.106973 -0.010567
0.116978 -0.010872
0.127368 -0.011193
0.138133 -0.011537
0.149263 -0.011907
0.160745 -0.012308
0.172570 -0.012743
0.184724 -0.013214
0.197195 -0.013722
0.209972 -0.014267
0.223040 -0.014849
0.236387 -0.015464
0.250000 -0.016109
0.263864 -0.016780
0.277967 -0.017471
0.292292 -0.018175
0.306827 -0.018885
0.321557 -0.019594
0.336466 -0.020292
0.351540 -0.020970
0.366763 -0.021620
0.382121 -0.022232
0.397597 -0.022797
0.413176 -0.023307
0.428843 -0.023754
0.444581 -0.024130
0.460375 -0.024429
0.476209 -0.024645
0.492067 -0.024774
0.507933 -0.024814
0.523791 -0.024762
0.539625 -0.024618
0.555419 -0.024382
0.571157 -0.024057
0.586824 -0.023647
0.602403 -0.023156
0.617879 -0.022588
0.633237 -0.021952
0.648460 -0.021254
0.663534 -0.020503
0.678443 -0.019705
0.693173 -0.018871
0.707708 -0.018009
0.722033 -0.017127
0.736136 -0.016233
0.750000 -0.015337
0.763613 -0.014444
0.776960 -0.013561
0.790028 -0.012695
0.802805 -0.011850
0.815276 -0.011031
0.827430 -0.010241
0.839255 -0.009482
0.850737 -0.008756
0.861867 -0.008065
0.872632 -0.007407
0.883022 -0.006783
0.893027 -0.006192
0.902635 -0.005634
0.911838 -0.005105
0.920627 -0.004606
0.928992 -0.004135
0.936925 -0.003690
0.944418 -0.003270
0.951463 -0.002875
0.958054 -0.002503
0.964184 -0.002154
0.969846 -0.001829
0.975036 -0.001527
0.979746 -0.001249
0.983974 -0.000997
0.987715 -0.000770
0.990964 -0.000570
0.993719 -0.000399
0.995977 -0.000257
0.997736 -0.000145
0.998993 -0.000065
0.999748 -0.000016
1.000000 -0.000000
