Optimized_Airfoil
1.000000 -0.000000
0.999748 -0.000007
0.998993 -0.000026
0.997736 -0.000056
0.995977 -0.000092
0.993719 -0.000132
0.990964 -0.000169
0.987715 -0.000197
0.983974 -0.000210
0.979746 -0.000201
0.975036 -0.000162
0.969846 -0.000088
0.964184 0.000028
0.958054 0.000191
0.951463 0.000406
0.944418 0.000677
0.936925 0.001006
0.928992 0.001395
0.920627 0.001846
0.911838 0.002358
0.902635 0.002932
0.893027 0.003566
0.883022 0.004259
0.872632 0.005010
0.861867 0.005817
0.850737 0.006679
0.839255 0.007594
0.827430 0.008563
0.815276 0.009583
0.802805 0.010654
0.790028 0.011777
0.776960 0.012950
0.763613 0.014173
0.750000 0.015445
0.736136 0.016765
0.722033 0.018132
0.707708 0.019543
0.693173 0.020996
0.678443 0.022485
0.663534 0.024007
0.648460 0.025555
0.633237 0.027123
0.617879 0.028703
0.602403 0.030289
0.586824 0.031870
0.571157 0.033438
0.555419 0.034986
0.539625 0.036504
0.523791 0.037984
0.507933 0.039420
0.492067 0.040803
0.476209 0.042129
0.460375 0.043392
0.444581 0.044589
0.428843 0.045716
0.413176 0.046770
0.397597 0.047751
0.382121 0.048655
0.366763 0.049482
0.351540 0.050230
0.336466 0.050897
0.321557 0.051482
0.306827 0.051981
0.292292 0.052389
0.277967 0.052703
0.263864 0.052917
0.250000 0.053023
0.236387 0.053016
0.223040 0.052887
0.209972 0.052629
0.197195 0.052234
0.184724 0.051696
0.172570 0.051008
0.160745 0.050165
0.149263 0.049165
0.138133 0.048007
0.127368 0.046693
0.116978 0.045226
0.106973 0.043613
0.097365 0.041864
0.088162 0.039990
0.079373 0.038004
0.071008 0.035923
0.063075 0.033763
0.055582 0.031543
0.048537 0.029281
0.041946 0.026996
0.035816 0.024704
0.030154 0.022422
0.024964 0.020164
0.020254 0.017941
0.016026 0.015763
0.012285 0.013634
0.009036 0.011559
0.006281 0.009536
0.004023 0.007562
0.002264 0.005630
0.001007 0.003733
0.000252 0.001861
0.000000 0.000000
0.000252 -0.000971
0.001007 -0.001937
0.002264 -0.002891
0.004023 -0.003830
0.006281 -0.004748
0.009036 -0.005641
0.012285 -0.006504
0.016026 -0.007334
0.020254 -0.008127
0.024964 -0.008882
0.030154 -0.009596
0.035816 -0.010269
0.041946 -0.010900
0.048537 -0.011489
0.055582 -0.012039
0.063075 -0.012550
0.071008 -0.013026
0.079373 -0.013470
0.088162 -0.013886
0.097365 -0.014279
0.106973 -0.014653
0.116978 -0.015014
0.127368 -0.015367
0.138133 -0.015719
0.149263 -0.016073
0.160745 -0.016436
0.172570 -0.016811
0.184724 -0.017204
0.197195 -0.017618
0.209972 -0.018055
0.223040 -0.018516
0.236387 -0.019004
0.250000 -0.019515
0.263864 -0.020051
0.277967 -0.020606
0.292292 -0.021177
0.306827 -0.021758
0.321557 -0.022344
0.336466 -0.022927
0.351540 -0.023499
0.366763 -0.024051
0.382121 -0.024574
0.397597 -0.025058
0.413176 -0.025494
0.428843 -0.025873
0.444581 -0.026187
0.460375 -0.026427
0.476209 -0.026585
0.492067 -0.026658
0.507933 -0.026638
0.523791 -0.026524
0.539625 -0.026314
0.555419 -0.026007
0.571157 -0.025604
0.586824 -0.025110
0.602403 -0.024528
0.617879 -0.023864
0.633237 -0.023126
0.648460 -0.022322
0.663534 -0.021460
0.678443 -0.020552
0.693173 -0.019606
0.707708 -0.018634
0.722033 -0.017645
0.736136 -0.016649
0.750000 -0.015657
0.763613 -0.014676
0.776960 -0.013715
0.790028 -0.012781
0.802805 -0.011878
0.815276 -0.011011
0.827430 -0.010184
0.839255 -0.009400
0.850737 -0.008658
0.861867 -0.007959
0.872632 -0.007302
0.883022 -0.006685
0.893027 -0.006107
0.902635 -0.005565
0.911838 -0.005056
0.920627 -0.004577
0.928992 -0.004125
0.936925 -0.003699
0.944418 -0.003296
0.951463 -0.002914
0.958054 -0.002552
0.964184 -0.002210
0.969846 -0.001888
0.975036 -0.001586
0.979746 -0.001305
0.983974 -0.001047
0.987715 -0.000813
0.990964 -0.000605
0.993719 -0.000425
0.995977 -0.000274
0.997736 -0.000156
0.998993 -0.000070
0.999748 -0.000017
1.000000 -0.000000
